Business,Street,City,State,Postcode,Country,Phone,Website,Email,Email Type,Categories,Description,Revenue,Employees,Founded,Sic,Naics,Linkedin,Facebook,X,Instagram,Youtube,Lat,Lng,Contact First Name,Contact Last Name,Contact Role,Contact Email
"A Squared Roofing, Inc.",4813 N Hale Ave,Tampa,FL,33614,United States,(813) 559-1252,https://asquaredroofing.com/,office@asquaredroofingcompany.com,Unknown,Roofing contractor,"squared Inc is a company that operates in the Commercial & Residential Construction industry. It employs 5to9 people and has 500Kto1M of revenue. The company is headquartered in Hialeah, Florida.",$988 K,6,2021,"17,176","23,238",,,,,,27.9901829,'-82.510085,,,,
A#1 Seamless Gutter Solutions,5147 W Clifton St,Tampa,FL,33634,United States,(800) 975-0313,http://www.fixthegutter.com/,info@a1sgs.com,Unknown,"Roofing contractor, Drainage service, Gutter service, Metal fabricator, Pressure washing service, Gutter cleaning service",FREE ​ Residential & Commercial Estimates We hang the BEST and FIX the rest! Give Us A Call: 813-317-0782,,,,,,,https://www.facebook.com/a1seamlessguttersolutions,,,,28.0012381,'-82.5311629,,,,
A-1 Roofing,,Tampa,FL,33607,United States,(813) 877-0069,,,,Roofing contractor,,,,,,,,,,,,27.971342,'-82.4915378,,,,
A1 Roofing Services Tampa,2137 W Juneau St,Tampa,FL,33604,United States,(727) 473-0825,,,,"Roofing contractor, Contractor",,,,,,,,,,,,28.0237596,'-82.4831872,,,,
Aaa All Star Construction Inc.,1517 E 7th Ave,Tampa,FL,33605,United States,(800) 975-5512,http://www.allstarconstructioninc.com/about-us/,allstarh77@gmail.com,,Contractor,"AAA All Star Construction Inc. is a company based out of 2464 El Camino Real, Santa Clara, California, United States.",<$5 M,1,,"15,152","23,236",https://www.linkedin.com/company/aaa-all-star-construction-inc.,https://www.facebook.com/AAAAllSTARCONSTRCUTIONINC,,,,27.9600496,'-82.4422285,,,,
Aaa Diversified Services Inc,4009 W Linebaugh Ave,Tampa,FL,33624,United States,(813) 962-0808,https://www.aaadiversifiedservices.com/,rocky@aaadiversifiedservices.com,Unknown,"General contractor, Carpenter, Painter, Waterproofing service","AAA Diversified Services is a certified general contractor based in Tampa, specializing in a range of services including painting, waterproofing, carpentry, and roofing. The company has been serving the Hillsborough, Pinellas, and Pasco counties since 1979, focusing on both residential and commercial projects.",$1.2 M,4,1979,,,https://linkedin.com,https://facebook.com,https://x.com,,,28.0403953,'-82.5100085,Rocky,Borseth,Vice President,rocky@aaadiversifiedservices.com
Aar Sheet Metal Systems & Consultants,1820 N 57th St,Tampa,FL,33619,United States,(813) 599-3232,https://aarsheetmetal.com/,,,Sheet metal contractor,"Roofing Metal Fabrication the way you need it!  Based in Tampa, FL, we are a metal fabrication company specializing in roof related metal. scuppers, drip ed ...",,,,,,,,,,,27.9605963,'-82.392126,,,,
Aba Constructions Llc,14855 N Dale Mabry Hwy,Tampa,FL,33618,United States,(646) 409-2009,,,,"Construction company, Bathroom remodeler, Contractor, General contractor, Home builder, Kitchen remodeler, Painter, Tile contractor",,,,,,,,,,,,28.0839322,'-82.5039749,,,,
Abatement And Demolition Services,5451 N 59th St,Tampa,FL,33610,United States,(813) 875-4600,https://www.adsenviro.com/,bragg@adsenviro.com,,"Demolition contractor, Environmental consultant","Abatement & Demolition Services is located on the West Coast of Florida in the Tampa Bay Area, and provides service throughout the southeastern United States. We are licensed in Florida, Georgia, Tennessee, and Texas. We are a turn-key mold, asbestos, and lead remediation company with over 17 years of experience in commercial and residential abatement.",$12.7 M,20,1987,"17,179","56,562",https://www.linkedin.com/company/abatement-&-demolition-services-inc.,https://www.facebook.com/ads.enviro.inc,,https://www.instagram.com/adstampa,,28.0005083,'-82.3893487,Bragg,Crane,President of Abatement & Demolition Services. Providing Professional Demolition and Environmental Services Throughout the Usa,bragg@adsenviro.com
Abc Supply Co. Inc.,4502 E Adamo Dr,Tampa,FL,33605,United States,(813) 248-0050,https://www.abcsupply.com/locations/location,customersupport@abcsupply.com,,"Roofing supply store, Solar energy equipment supplier","ABC Supply Co., Inc. is the largest wholesale distributor of roofing and other select exterior and interior building products in North America. Since its founding in 1982, ABC Supply’s sole focus has been serving professional contractors and “making it easy” for them to do their jobs by offering the products, support and services they need — including myABCsupply, which allows them to place material orders and manage their account details from anywhere.",$20.4 B,8540,1982,"50,503","42,423",https://www.linkedin.com/company/abc-supply,https://www.facebook.com/abcsupplyco,,,,27.9529628,'-82.4077301,Sandhya,Rani Sahu,Sap Human Resources Consultant,ss@abcsupply.com
Acllc Restoration,816 W Woodlawn Ave,Tampa,FL,33603,United States,(863) 343-4098,,,,General contractor,,,,,,,,,,,,27.9760546,'-82.4711391,,,,
Action Roofing,6704 Benjamin Rd Suite 200,Tampa,FL,33634,United States,(813) 921-6229,https://actionroofing.com/tampa-roofing/,info@actionroofing.com,,Roofing contractor,Action Roofing is a company that operates in the Commercial & Residential Construction industry. It employs 10to19 people and has 1Mto5M of revenue. The company is headquartered in the United States. (Private company),$1.9 M,11,,"17,176","23,238",,https://www.facebook.com/actionroofing,,https://www.instagram.com/action_roofing,,28.0079755,'-82.5429565,,,,
Acumen Inspection Services,19232 Stone Hedge Dr,Tampa,FL,33647,United States,(813) 576-9980,https://www.acumeninspect.com/,d.m@acumeninspect.com,Unknown,Home inspector,"Looking for reliable home inspections in Tampa, Fl ? Contact Detrick Marshall for expert services today!",,,,,,,https://www.facebook.com/@internachi,,https://www.instagram.com/internachihq,https://www.youtube.com/@BenGromicko,28.160476,'-82.317464,,,,
Aderhold Roofing,4440 Eagle Falls Pl,Tampa,FL,33619,United States,(813) 945-4306,https://www.aderholdroofing.com/,candice@aderholdroofing.com,,Roofing contractor,"Aderhold Roofing is a leading commercial roofing contractor based in Tampa and Orlando, specializing in a variety of roofing solutions for commercial and multi-family properties. With over 30 years of experience, they offer services including new construction roofing, repairs, replacements, and maintenance plans tailored to meet the unique needs of each building.",$6.7 M,22,2020,"17,176","23,238",https://www.linkedin.com/company/aderhold-roofing-&-construction,https://www.facebook.com/aderholdroofing,https://www.x.com/aderholdroofing,,,27.905798,'-82.3900222,Juanita,Butler,Office Manager,juanita@aderholdroofing.com
Advanced Coating Services,7521 N Dixon Ave,Tampa,FL,33604,United States,(813) 900-2375,https://www.advancedroofcoatings.com/,trey@advancedroofcoatings.com,,Painting,"Advanced Coating Services are the roof coating, painting, restoration, cleaning and radiant barrier specialists of Florida. Providing restoration services for built up, metal, EPDM, gravel, tile and asphalt shingle roofs. Dont rip and replace your o",,,,,,,,,,,28.0168967,'-82.4568502,,,,
"Advanced Drying Systems, Llc",12094 Anderson Rd Suite 303,Tampa,FL,33625,United States,(888) 898-0699,https://www.adsdry.com/,claims@adsdry.com,,"Water damage restoration service, Building restoration service, Environmental health service","Advanced Drying Systems Corporation (ADS) was founded by Casey Weldon and Mark Custer, who have more than fifteen years of experience mitigating losses for insurance carriers and homeowners. ADS is currently working with several of the top insurance carriers throughout Florida.",$13.7 M,97,2009,"73,734","56,561",https://www.linkedin.com/company/advanced-drying-systems,https://www.facebook.com/adsdry,,,,28.0608925,'-82.5430805,Renee,Coffman,Director of Business Development,renee@adsdry.com
Advanced Roofing Inc.,4909 W Knollwood St,Tampa,FL,33634,United States,(813) 885-5811,https://www.advancedroofing.com/,sales@advancedroofing.com,,"Roofing contractor, Solar energy company, Waterproofing service","Established in 1983, Advanced Roofing Inc. is a full-service commercial roofing contractor specializing in re-roofing, replacements, repairs, maintenance, and solar energy services for occupied buildings in Florida and the Caribbean.",$366 M,395,1983,"17,176","23,238",https://www.linkedin.com/company/advanced-roofing,https://www.facebook.com/AdvancedRoofing,https://x.com/AdvancedRoofFL,https://www.instagram.com/advancedroofinginc,https://www.youtube.com/user/AdvancedRoofingInc,28.0086671,'-82.5267145,Gary,Stevens,Service Estimator,stevens@advancedroofing.com
"Advantage Roofing And Construction, Llc",1214 W Bearss Ave Suite 500,Tampa,FL,33613,United States,(813) 399-1231,https://advantageroofs.com/,info@advantageroofs.com,Unknown,"Roofing contractor, General contractor","Advantage Roofing is your source for complete roof repair and replacement in South and Central Florida. With over 20 years of experience, we can work on all aspects of your residential or commercial project, we specialize in solar, siding, roofing, and windows, doors, gutters, soffit & fascia services.",$724 K,3,,"17,176","23,238",,https://www.facebook.com/Advantage-Roofing-and-Construction-LLC-104892632015139,,https://www.instagram.com/advantageroofingfl,,28.0876683,'-82.4720042,,,,
"Affordable Roofing Systems, Inc.",9511 N Trask St A,Tampa,FL,33624,United States,(813) 542-8462,https://www.affordableroofingflorida.com/,rick@affordableroofingflorida.com,,"Roofing contractor, Waterproofing service","Affordable Roofing Systems is a reputable roofing contractor based in Tampa, Florida, specializing in a wide range of roofing services for both residential and commercial clients. Their offerings include roof installation, replacement, repair, and maintenance, utilizing high-quality materials such as shingles, metal, and tile roofing.",$12.5 M,10,2002,"17,176","23,238",https://www.linkedin.com/company/affordable-roofing-systems,https://www.facebook.com/AffordableRoofingSystems,https://x.com/AffordbleRoofFL,https://www.instagram.com/affordableroofingsytemsflorida,https://www.youtube.com/user/AffordableRoofingFL,28.037868,'-82.519952,Leo,Garcia,,leo@affordableroofingflorida.com
Air First Cooling And Heating Llc,12512 Cardiff Dr,Tampa,FL,33625,United States,,,,,Roofing contractor,,,,,,,,,,,,28.0559526,'-82.5626462,,,,
Alcar All Services Corp,1908 E Bougainvillea Ave,Tampa,FL,33612,United States,(239) 789-5187,https://www.alcarallservices.com/,,,"Roofing contractor, Bathroom remodeler, Dry wall contractor, Kitchen remodeler, Remodeler, Construction company, Tile contractor",ALCAR All Services Corp,,,,,,,https://www.facebook.com/alcarallservicescorp,,https://www.instagram.com/alcarallservicescorp,https://www.youtube.com/watch,28.0437668,'-82.4365082,,,,
Alejandro Melo Contractor Corp,5204 S 82nd St,Tampa,FL,33619,United States,(813) 502-7830,https://melocontractor.com/,,,"Siding contractor, Window installation service","Tampa Exterior Contractor trusted for siding, windows & stucco. Hire a licensed Tampa exterior contractor – fast quotes, insured service –",,,,,,https://www.linkedin.com/in/pamela-visalden-883846270,,,https://www.instagram.com/amelocontractor,https://www.youtube.com/@Melocontractor,27.9005241,'-82.3653053,,,,
Alignment Construction,1208 E Columbus Dr,Tampa,FL,33605,United States,(727) 916-1306,https://www.alignment-construction.com/,,,General contractor,"Tampas Premier Building Contractor specializing in home new construction, remodeling, structural, site development and demolition of existing structures.",,,,,,,https://www.facebook.com/108661184247340,,https://www.instagram.com/alignmentconstruction,,27.9670149,'-82.4464325,,,,
All American Roofing,8601 Mallard Reserve Dr,Tampa,FL,33614,United States,(727) 634-8406,,,,"Roofing contractor, Building firm, Carpenter",,,,,,,,,,,,28.0296269,'-82.5115219,,,,
"All Area Roofing & Construction, Inc.",7108 E 14th Ave,Tampa,FL,33619,United States,(813) 460-3325,https://www.allarearoofinginc.com/,jennifer@allarearoofinginc.com,Unknown,Roofing contractor,"All Area Roofing & Construction, Inc. is a trusted roofing contractor proudly serving Florida’s Treasure Coast, including Palm Beach, Martin, Indian River, St. Lucie, and Brevard counties. Since 2005, we’ve been one of Florida’s top roofing providers, offering expert services in roof restoration, replacement, and repairs across residential, commercial, industrial, and government sectors.",,10,2005,,,,https://www.facebook.com/allarearoofingandconstructioninc,https://x.com/home,https://www.instagram.com/allarearoofingandconstruction,,27.9651877,'-82.3744334,Jennifer,Richards,Chief Executive Officer,jennifer@allarearoofinginc.com
"All Area Roofing & Waterproofing, Inc.",1820 N 57th St,Tampa,FL,33619,United States,(813) 247-7663,https://allarearoofing.com/,sriccio@allarearoofing.com,,Roofing contractor,"Established in 1997, All Area Roofing & Waterproofing, Inc. specializes in roofing and waterproofing services for commercial, industrial, and multi-family buildings in Florida. They offer a range of solutions including roof inspections, repairs, and preventative maintenance programs tailored to withstand Floridas challenging weather conditions.",$7.4 M,28,1997,"17,176","23,238",https://www.linkedin.com/company/all-area-roofing-&-construction-inc.,https://www.facebook.com/allarearoofingandconstructioninc,,,,27.9606161,'-82.3921857,Jennifer,Obert,Owner,jennifer@allarearoofing.com
All Star Roofing & Exteriors,7818 Depot Ln,Tampa,FL,33637,United States,(727) 634-8341,,,,"Roofing contractor, Building firm, Carpenter",,,,,,,,,,,,28.0222794,'-82.3531794,,,,
"Alpine Exteriors Siding, Windows & Roofing",2202 N Westshore Blvd #275,Tampa,FL,33607,United States,(656) 242-3892,https://alpineexteriorstampa.com/,,,"Roofing contractor, Siding contractor, Window installation service","Alpine Exteriors provides professional siding installation, roofing services, and window replacement in Tampa, FL. Licensed contractors with 20+ years experience. Free estimates available.",,,,,,,,,,,27.9604943,'-82.5252531,,,,
Alto Construction,4102 Causeway Blvd,Tampa,FL,33619,United States,(813) 751-3027,https://altoconstruction.com/,sales@altoconstruction.com,,Asphalt contractor,"Alto Construction has been in the Tampa Bay community since the late 70s. In August of 1984, Alto became incorporated and is owned by Stewart Smith.

We are a complete site development company specializing in earthwork, asphalt paving and maintenance, and underground utilities (storm, sanitary, water and fire).",$17.8 M,45,1984,"16,161","23,237",https://linkedin.com/company/alto-construction-company-inc-,https://facebook.com/Alto-Construction-105357424904307,,https://www.instagram.com/altoconstruction,https://youtube.com/channel/UC8MFqIc1TBcN7hRlKJVwWGQ,27.9238531,'-82.4103898,,,,
Alvarez Roofing,3456 10825 Tom Folsom Rd E,Thonotosassa,FL,33592,United States,(813) 986-4527,https://alvarezroofingtampa.com/,office@alvarezroofing.net,Unknown,Roofing contractor,"We specialize in providing quality asphalt shingle, metal, and tile roofing systems at affordable prices to single family and manufactured/mobile home owners. With all the roofing companies in and around Tampa, how can you be sure the company is reputable and that you are getting a good value? Alvarez Roofing is a well-established roofing company with strong ties to the local community.",$1.1 M,6,2009,"17,176","23,238",,https://www.facebook.com/alvarezroofingtampa,,,,28.0476222,'-82.3269317,,,,
Am Project Group Llc,4422 W Oklahoma Ave,Tampa,FL,33616,United States,(813) 784-6992,https://www.buildwitham.com/,,,General contractor,"SUPERIOR QUALITY Building Your Vision in Central Florida & Tampa Transform your home or business with expert remodeling, restoration, and roofing services. At AM Project Group, we deliver quality craftsmanship, reliability, and personalized solutions",,,,,,,,,,,27.8837019,'-82.5209814,,,,
Amco Home Improvements Llc,8010 Bally Money Rd,Tampa,FL,33610,United States,(813) 833-3406,http://www.amcocontractor.com/,amcocontractor@gmail.com,Unknown,Construction company,"We can do all your Home Improvements needs and maintenance! Looking to freshen up your interior or build a beautiful new deck to compliment the aesthetics of your home or workplace? As a professional remodeler, AMCO Home Improvements, LLC can offer you a quality service at always affordable rates! We take pride in our ability to work on projects of any size, and always strive for improvement.",$209 K,2,2016,,,,https://www.facebook.com/amco.contractor,https://www.x.com/amco_contractor,,,28.0027386,'-82.3664995,,,,
"American Roofing & Sheet Metal, Inc.",5425 W Crenshaw St,Tampa,FL,33634,United States,(813) 884-1815,https://arsmi.com/,albert.docobo@arsmi.com,,"Roofing contractor, General contractor, Roofing supply store","We are a licensed and certified GAF Master Elite roofing contractor. You can have peace of mind knowing you have chosen a company thats in the top three percent of all roofing companies in the country. We are also certified as a Firestone Building Products Red Shield Contractor, we make a commitment to stay on the cutting edge of the roofing industry through regular training.",$5 M,5,2004,"17,176","23,238",https://www.linkedin.com/company/american-roofing-and-sheet-metal-inc-,https://www.facebook.com/AmericanRoofingSheetMetalInc,https://x.com/arsmi_tampa_fl,https://www.instagram.com/americanroofingandsheetmetal,,28.0157846,'-82.5362928,Jessica,Wood,Office Manager,jessica.wood@arsmi.com
American Standard Roofing,5425 W Crenshaw St,Tampa,FL,33634,United States,(727) 634-8345,,,,"Roofing contractor, Building firm, Carpenter",,,,,,,,,,,,28.0158405,'-82.536306,,,,
Anchor Roofing Company,6725 N Armenia Ave,Tampa,FL,33604,United States,(727) 634-8379,,,,"Roofing contractor, Building firm, Carpenter",,,,,,,,,,,,28.0082299,'-82.4841859,,,,
Anderson & Sons Roofing,5802 N 54th St,Tampa,FL,33610,United States,(727) 634-8417,,,,"Roofing contractor, Building firm, Carpenter",,,,,,,,,,,,28.0015358,'-82.3962981,,,,
Anderson Aluminum Inc,6214 W Linebaugh Ave,Tampa,FL,33625,United States,(813) 961-1764,https://www.andersonaluminum.com/,anderson.aluminum@verizon.net,,"Sunroom contractor, Carport and pergola builder, Construction company, General contractor, Patio enclosure supplier, Railing contractor, Screen repair service","Anderson Aluminum Inc. in Tampa, Florida provides professional, custom designed services for residential and commercial clients. We are licensed, insured and family owned and operated. Each job that our expert team performs is done with the highest level of expertise, skill and precision.",$1.8 M,10,1984,"34,344","33,332",https://www.linkedin.com/company/anderson-aluminum-co,https://www.facebook.com/Anderson-Aluminum-Inc-1053954224701576,,,,28.0399254,'-82.5467055,,,,
Apex Restoration General Contractor,412 S Howard Ave,Tampa,FL,33606,United States,(813) 437-4687,,,,"Contractor, Building restoration service",,,,,,,,,,,,27.94003,'-82.482692,,,,
Apex Roofing & Restoration,6420 Benjamin Rd,Tampa,FL,33634,United States,(656) 254-8545,https://apexroofs.com/tampa-florida/,press@apexroofs.com,,"Roofing contractor, Construction company","“Alabama’s Largest and Most Trusted Roofing Company” 
Apex Roofing and Restoration serves as general contractor on residential, multi-family and commercial projects across the southeast; often immediately responding to weather events. Apex teams are trained for rapid response and accurate documentation and analysis of property lost; Apex is also one of only a handful of companies in the country to boast the highest level of certifications from the top manufacturers in the United States.",$11.3 M,218,2010,"17,176","23,238",https://www.linkedin.com/company/apex-roofing-restoration/%20,https://www.facebook.com/ApexRoofingandRestorationLLC,,https://www.instagram.com/apexroofingprofessionals,,28.0066147,'-82.5424556,Bradley,Topham,Senior Consultant,btopham@apexroofs.com
Aplus Roofing Solutions Llc,11632 Hidden Hollow Cir,Tampa,FL,33635,United States,(813) 562-4036,https://aplusroofingtampa.com/,aplusroofingtampa@gmail.com,Unknown,Roofing contractor,Home | A Plus Roofing Solutions LLC,,,,,,,https://www.facebook.com/A-Plus-Roofing-Solutions-LLC-106143812092621,,,,28.0293511,'-82.6205362,,,,
Aquaguard Mitigation,5401 W Kennedy Blvd Suite 100,Tampa,FL,33609,United States,(774) 448-5788,https://aquaguardmitigation.com/,,,Roofing contractor,"​AquaGuard Mitigation specializes in providing emergency roof tarping and 24/7 water mitigation services to both residential and commercial properties. Recognizing the urgency and stress associated with roof leaks and water damage, our dedicated team offers prompt and reliable solutions to safeguard your property and restore comfort",,1,2023,,,https://www.linkedin.com/company/aquaguard-mitigation-llc,https://www.facebook.com/567342473135208,,https://www.instagram.com/aquaguard_mitigation,,27.9458578,'-82.5339718,,,,
Arac Roof It Forward,14502 N Dale Mabry Hwy,Tampa,FL,33618,United States,(813) 704-2828,https://www.roofitforward.com/,website@roofitforward.com,,Roofing contractor,"Hi! I’m Tommy Morgan, an expert Roofing Consultant for ARAC Roof It Forward for more than five years. My team and I specialize in the North Georgia area, including Bartow, Cherokee, Cobb, and Paulding. Roof It Forward is a commercial and residential contractor specializing in roofing, siding, gutters, painting, insulation and many other trades.",$15.9 M,4,2005,"17,176","23,238",https://www.linkedin.com/in/arac-roof-it-forward-584b3b66,https://www.facebook.com/aracroofitforwardga,https://x.com/ARACRoofIt,,https://www.youtube.com/channel/UC5tGVFSv6uW9JPUZxwrOsPQ,28.0803334,'-82.5078344,Casey,Beaver,"Director, Business Development",caseybeaver@roofitforward.com
Arley Home Solutions Llc,7303 N Coarsey Dr,Tampa,FL,33604,United States,(813) 580-2413,,,,"Roofing contractor, Contractor",,,,,,,,,,,,28.0148855,'-82.4843008,,,,
Armour Roofing,3711 W Inman Ave Suite C,Tampa,FL,33609,United States,(813) 773-3235,https://armourroofinc.com/roofers/tampa-fl.php,ginoarmourroofing@gmail.com,,Roofing contractor,"Armour Roofing is a reputable roofing contractor based in Sarasota, Florida, with over 30 years of experience in providing roof repair and replacement services for residential, commercial, and multi-family properties. The company prides itself on integrity, customer satisfaction, and using high-quality materials while helping clients navigate the insurance claims process.",$5.7 M,20,2017,"17,176","23,238",,https://www.facebook.com/armourroofinginc,,,,27.9359678,'-82.5046598,,,,
Atlantic Equipment,4764 Distribution Dr Floor 1,Tampa,FL,33605,United States,(813) 820-1181,https://atlanticeq.com/,gsperry@atlanticeq.com,,"Roofing supply store, Construction equipment supplier, Construction machine dealer, Construction machine rental service, Fire protection equipment supplier, Protective clothing supplier, Safety equipment supplier, Tool rental service","Our History
Atlantic Equipment was founded by the company’s current President, Colin Cash, Sr. in 1970. Today, after 53 years and three generations, the Cash family, and the entire team at Atlantic Equipment, work hard every day to be the SALES, RENTALS, and SERVICE leader of equipment and safety products for the construction, roofing, and waterproofing industries.",$11.9 M,16,1970,,,https://www.linkedin.com/company/atlantic-asphalt-&-equipment,https://www.facebook.com/atlanticequip,https://x.com/AtlanticEquip1,,,27.9570986,'-82.4059959,Jack,Duffett,Chief Financial Officer,jduffett@atlanticeq.com
Atlantic Hvac/duct Cleaning,310 S Dale Mabry Hwy,Tampa,FL,33609,United States,,,,,"Roofing contractor, Gutter cleaning service, Pressure washing service, Cleaning service, Window cleaning service",,,,,,,,,,,,27.9417004,'-82.5038696,,,,
Atlantic Roofing Services,9420 Lazy Ln # E13,Tampa,FL,33614,United States,(813) 935-8500,https://atlanticroofingservices.net/,donnat@atlanticroofingservices.net,,Roofing contractor,"Slotmantap is an innovative online gaming platform that offers a unique experience for players looking to deposit as little as 10,000 IDR via QRIS and pulsa without hidden fees. The site is designed for both beginners and experienced players, providing a fast and secure transaction process that allows users to enjoy gaming with minimal risk.",$6.9 M,0,1989,"17,176","23,238",https://www.linkedin.com/company/atlantic-roof-services,https://www.facebook.com/atlanticroofingofflorida,,,,28.0355952,'-82.5099599,,,,
Atlas Group Construction,4102 N Ola Ave,Tampa,FL,33603,United States,(813) 374-4330,,,,"General contractor, Contractor, Home builder",,,,,,,,,,,,27.9833057,'-82.46372,,,,
Atlas Roofing Services,4517 George Rd,Tampa,FL,33634,United States,(727) 634-8351,,,,"Roofing contractor, Building firm, Carpenter",,,,,,,,,,,,27.9851439,'-82.5487648,,,,
Austin Dryer Vent Cleaning & Installation,1539 S Dale Mabry Hwy,Tampa,FL,33629,United States,(813) 726-5615,,,,"Roofing contractor, Contractor, Dryer vent cleaning service",,,,,,,,,,,,27.9287843,'-82.5061622,,,,
Avatar Construction 2,1426 W Busch Blvd Suite 103,Tampa,FL,33612,United States,(941) 457-1254,https://www.avatarconstruction2.com/,avatar2construction@gmail.com,Unknown,Roofing contractor,"Avatar Construction 2 Roofing, Roof Replacement, Roof Repair, Contractor, Roofing Contractor, Construction, Roofer near me",,,,,,,,,https://www.instagram.com/avatarconstruction2,,28.0331098,'-82.4747046,,,,
Avatar Construction Inc,8624 Sorano Villa Dr,Tampa,FL,33647,United States,(813) 504-7885,,,,"Contractor, Architecture firm, Remodeler",,,,,,,,,,,,28.1592622,'-82.3652504,,,,
Avatar Roofing,4407 N Thatcher Ave,Tampa,FL,33614,United States,(813) 962-7663,https://avatarroofing.com/,juan@avatarroofing.com,,"Roofing contractor, Skylight contractor","Avatar Roofing is a leading roofing contractor in Tampa Bay, specializing in both residential and commercial roofing services. With over 30 years of experience, they offer a range of solutions including roof installation, repair, and various roofing materials such as asphalt shingles, TPO, and clay tiles.",$1.3 M,4,2011,"17,176","23,238",https://www.linkedin.com/company/avatar-roofing,https://www.facebook.com/avatarroofingtampa,,,https://www.youtube.com/channel/UC2dc4HvVPbOnMRfVgmkAbwA,27.9822957,'-82.5145096,Juan,Gordillo,President,juan@avatarroofing.com
Avendra Roofing Contractor,4434 W Wyoming Ave,Tampa,FL,33616,United States,(712) 991-5925,,,,Roofing supply store,,,,,,,,,,,,27.8822878,'-82.5221685,,,,
